year,state,state_po,county,office,candidate,party,candidatevotes,mode
2012,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,32994,TOTAL
2012,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7843,TOTAL
2012,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3007,TOTAL
2012,NORTH CAROLINA,NC,HOKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10076,TOTAL
2012,NORTH CAROLINA,NC,HOKE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,6819,TOTAL
2012,NORTH CAROLINA,NC,HYDE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1163,TOTAL
2012,NORTH CAROLINA,NC,HYDE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,1193,TOTAL
2012,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,26076,TOTAL
2012,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,49299,TOTAL
2012,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8095,TOTAL
2012,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,8254,TOTAL
2012,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,27290,TOTAL
2012,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,48427,TOTAL
2012,NORTH CAROLINA,NC,JONES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2352,TOTAL
2012,NORTH CAROLINA,NC,JONES,US PRESIDENT,MITT ROMNEY,REPUBLICAN,2837,TOTAL
2012,NORTH CAROLINA,NC,LEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10801,TOTAL
2012,NORTH CAROLINA,NC,LEE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,13158,TOTAL
2012,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13948,TOTAL
2012,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,MITT ROMNEY,REPUBLICAN,13980,TOTAL
2012,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11024,TOTAL
2012,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25267,TOTAL
2012,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6031,TOTAL
2012,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,11775,TOTAL
2012,NORTH CAROLINA,NC,MACON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5712,TOTAL
2012,NORTH CAROLINA,NC,MACON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,10835,TOTAL
2012,NORTH CAROLINA,NC,MADISON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4484,TOTAL
2012,NORTH CAROLINA,NC,MADISON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5404,TOTAL
2012,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6583,TOTAL
2012,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5995,TOTAL
2012,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,BARACK OBAMA,DEMOCRAT,272262,TOTAL
2012,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,MITT ROMNEY,REPUBLICAN,171668,TOTAL
2012,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1838,TOTAL
2012,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5806,TOTAL
2012,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4706,TOTAL
2012,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,6404,TOTAL
2012,NORTH CAROLINA,NC,MOORE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16505,TOTAL
2012,NORTH CAROLINA,NC,MOORE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,29495,TOTAL
2012,NORTH CAROLINA,NC,NASH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,24313,TOTAL
2012,NORTH CAROLINA,NC,NASH,US PRESIDENT,MITT ROMNEY,REPUBLICAN,23842,TOTAL
2012,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,48668,TOTAL
2012,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,MITT ROMNEY,REPUBLICAN,53385,TOTAL
2012,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7232,TOTAL
2012,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3483,TOTAL
2012,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18490,TOTAL
2012,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,MITT ROMNEY,REPUBLICAN,32243,TOTAL
2012,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,53901,TOTAL
2012,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,21539,TOTAL
2012,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2647,TOTAL
2012,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,MITT ROMNEY,REPUBLICAN,4051,TOTAL
2012,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10282,TOTAL
2012,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,MITT ROMNEY,REPUBLICAN,7633,TOTAL
2012,NORTH CAROLINA,NC,PENDER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9632,TOTAL
2012,NORTH CAROLINA,NC,PENDER,US PRESIDENT,MITT ROMNEY,REPUBLICAN,14617,TOTAL
2012,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2759,TOTAL
2012,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3822,TOTAL
2012,NORTH CAROLINA,NC,PERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8418,TOTAL
2012,NORTH CAROLINA,NC,PERSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,10496,TOTAL
2012,NORTH CAROLINA,NC,PITT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,41843,TOTAL
2012,NORTH CAROLINA,NC,PITT,US PRESIDENT,MITT ROMNEY,REPUBLICAN,36214,TOTAL
2012,NORTH CAROLINA,NC,POLK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4013,TOTAL
2012,NORTH CAROLINA,NC,POLK,US PRESIDENT,MITT ROMNEY,REPUBLICAN,6236,TOTAL
2012,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,14773,TOTAL
2012,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,MITT ROMNEY,REPUBLICAN,45160,TOTAL
2012,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9904,TOTAL
2012,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,MITT ROMNEY,REPUBLICAN,9332,TOTAL
2012,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,24988,TOTAL
2012,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,17510,TOTAL
2012,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16351,TOTAL
2012,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25227,TOTAL
2012,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,22650,TOTAL
2012,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,38775,TOTAL
2012,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9374,TOTAL
2012,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,MITT ROMNEY,REPUBLICAN,18954,TOTAL
2012,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11566,TOTAL
2012,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,14422,TOTAL
2012,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8215,TOTAL
2012,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5831,TOTAL
2012,NORTH CAROLINA,NC,STANLY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8431,TOTAL
2012,NORTH CAROLINA,NC,STANLY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,19904,TOTAL
2012,NORTH CAROLINA,NC,STOKES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6018,TOTAL
2012,NORTH CAROLINA,NC,STOKES,US PRESIDENT,MITT ROMNEY,REPUBLICAN,15237,TOTAL
2012,NORTH CAROLINA,NC,SURRY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9112,TOTAL
2012,NORTH CAROLINA,NC,SURRY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,19923,TOTAL
2012,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2618,TOTAL
2012,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,2976,TOTAL
2012,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6826,TOTAL
2012,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,MITT ROMNEY,REPUBLICAN,9634,TOTAL
2012,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,837,TOTAL
2012,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,930,TOTAL
2012,NORTH CAROLINA,NC,UNION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,32473,TOTAL
2012,NORTH CAROLINA,NC,UNION,US PRESIDENT,MITT ROMNEY,REPUBLICAN,61107,TOTAL
2012,NORTH CAROLINA,NC,VANCE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13323,TOTAL
2012,NORTH CAROLINA,NC,VANCE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,7429,TOTAL
2012,NORTH CAROLINA,NC,WAKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,267262,TOTAL
2012,NORTH CAROLINA,NC,WAKE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,211596,TOTAL
2012,NORTH CAROLINA,NC,WARREN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6978,TOTAL
2012,NORTH CAROLINA,NC,WARREN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3140,TOTAL
2012,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3833,TOTAL
2012,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,2622,TOTAL
2012,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13002,TOTAL
2012,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,MITT ROMNEY,REPUBLICAN,13861,TOTAL
2012,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,23314,TOTAL
2012,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,27641,TOTAL
2012,NORTH CAROLINA,NC,WILKES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8148,TOTAL
2012,NORTH CAROLINA,NC,WILKES,US PRESIDENT,MITT ROMNEY,REPUBLICAN,20515,TOTAL
2012,NORTH CAROLINA,NC,WILSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,20875,TOTAL
2012,NORTH CAROLINA,NC,WILSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,17954,TOTAL
2012,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3957,TOTAL
2012,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,12578,TOTAL
2012,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3981,TOTAL
2012,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5278,TOTAL
2016,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,29833,TOTAL
2016,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,38815,TOTAL
2016,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3767,TOTAL
2016,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13893,TOTAL
2016,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1306,TOTAL
2016,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3814,TOTAL
2016,NORTH CAROLINA,NC,ANSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5859,TOTAL
2016,NORTH CAROLINA,NC,ANSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4506,TOTAL
2016,NORTH CAROLINA,NC,ASHE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3500,TOTAL
2016,NORTH CAROLINA,NC,ASHE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9412,TOTAL
2016,NORTH CAROLINA,NC,AVERY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1689,TOTAL
2016,NORTH CAROLINA,NC,AVERY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6298,TOTAL
2016,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8764,TOTAL
2016,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14543,TOTAL
2016,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5778,TOTAL
2016,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3456,TOTAL
2016,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7058,TOTAL
2016,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8550,TOTAL
2016,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,23282,TOTAL
2016,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,DONALD TRUMP,REPUBLICAN,42720,TOTAL
2016,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,75452,TOTAL
2016,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,55716,TOTAL
2016,NORTH CAROLINA,NC,BURKE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11251,TOTAL
2016,NORTH CAROLINA,NC,BURKE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26238,TOTAL
2016,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,35521,TOTAL
2016,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,DONALD TRUMP,REPUBLICAN,53819,TOTAL
2016,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8425,TOTAL
2016,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26621,TOTAL
2016,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1274,TOTAL
2016,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3546,TOTAL
2016,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9939,TOTAL
2016,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26569,TOTAL
2016,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4792,TOTAL
2016,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6026,TOTAL
2016,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21216,TOTAL
2016,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,DONALD TRUMP,REPUBLICAN,48324,TOTAL
2016,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21065,TOTAL
2016,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17105,TOTAL
2016,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2860,TOTAL
2016,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10844,TOTAL
2016,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2992,TOTAL
2016,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4014,TOTAL
2016,NORTH CAROLINA,NC,CLAY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1367,TOTAL
2016,NORTH CAROLINA,NC,CLAY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4437,TOTAL
2016,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14964,TOTAL
2016,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,DONALD TRUMP,REPUBLICAN,28479,TOTAL
2016,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9063,TOTAL
2016,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14272,TOTAL
2016,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17630,TOTAL
2016,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,27731,TOTAL
2016,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,71605,TOTAL
2016,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,DONALD TRUMP,REPUBLICAN,51265,TOTAL
2016,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2913,TOTAL
2016,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9163,TOTAL
2016,NORTH CAROLINA,NC,DARE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7222,TOTAL
2016,NORTH CAROLINA,NC,DARE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11460,TOTAL
2016,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18109,TOTAL
2016,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,54317,TOTAL
2016,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5270,TOTAL
2016,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,15602,TOTAL
2016,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8283,TOTAL
2016,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12217,TOTAL
2016,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,121250,TOTAL
2016,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,DONALD TRUMP,REPUBLICAN,28350,TOTAL
2016,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16224,TOTAL
2016,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8261,TOTAL
2016,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,94464,TOTAL
2016,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,DONALD TRUMP,REPUBLICAN,75975,TOTAL
2016,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12874,TOTAL
2016,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,16368,TOTAL
2016,NORTH CAROLINA,NC,GASTON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,31177,TOTAL
2016,NORTH CAROLINA,NC,GASTON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,61798,TOTAL
2016,NORTH CAROLINA,NC,GATES,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2385,TOTAL
2016,NORTH CAROLINA,NC,GATES,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2874,TOTAL
2016,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,768,TOTAL
2016,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3283,TOTAL
2016,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12909,TOTAL
2016,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13591,TOTAL
2016,NORTH CAROLINA,NC,GREENE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3605,TOTAL
2016,NORTH CAROLINA,NC,GREENE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4374,TOTAL
2016,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,149248,TOTAL
2016,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,DONALD TRUMP,REPUBLICAN,98062,TOTAL
2016,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,15748,TOTAL
2016,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9031,TOTAL
2016,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16737,TOTAL
2016,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,DONALD TRUMP,REPUBLICAN,27614,TOTAL
2016,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10473,TOTAL
2016,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18929,TOTAL
2016,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19827,TOTAL
2016,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,35809,TOTAL
2016,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6910,TOTAL
2016,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3099,TOTAL
2016,NORTH CAROLINA,NC,HOKE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9726,TOTAL
2016,NORTH CAROLINA,NC,HOKE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7760,TOTAL
2016,NORTH CAROLINA,NC,HYDE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,965,TOTAL
2016,NORTH CAROLINA,NC,HYDE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1288,TOTAL
2016,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,24734,TOTAL
2016,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,54754,TOTAL
2016,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7713,TOTAL
2016,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9870,TOTAL
2016,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,28362,TOTAL
2016,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,54372,TOTAL
2016,NORTH CAROLINA,NC,JONES,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2065,TOTAL
2016,NORTH CAROLINA,NC,JONES,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2974,TOTAL
2016,NORTH CAROLINA,NC,LEE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10469,TOTAL
2016,NORTH CAROLINA,NC,LEE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13712,TOTAL
2016,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12634,TOTAL
2016,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13613,TOTAL
2016,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9897,TOTAL
2016,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,28806,TOTAL
2016,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4667,TOTAL
2016,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14568,TOTAL
2016,NORTH CAROLINA,NC,MACON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4876,TOTAL
2016,NORTH CAROLINA,NC,MACON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12127,TOTAL
2016,NORTH CAROLINA,NC,MADISON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3926,TOTAL
2016,NORTH CAROLINA,NC,MADISON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6783,TOTAL
2016,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5846,TOTAL
2016,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5897,TOTAL
